,Unnamed: 0,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations,deposit_time,withdrawal_time
54,2297,13231137,1631719964,0x5fe9a11f224f2d0b3a8d1d11d670453683d1dfb6eea9aee556c40305f590fe3d,346,0x8254fe85c680446ddc219165e401a1d276b47742547f636720896ef337369b13,0x006a8a496889e9983a5256f34b608ee9569ba319,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,3429404166666652949050,MAGIC,MAGIC,18,172,180531,61725113161,121061,18355539,deprecated,167712,1631719964,
55,7156,13294570,1632567540,0x04b4441ce5d758df0354a39539a6ca1e99a52823eec6169b53f3a0d4d921260b,135,0xf42b494c8537e4d5b0e7a2133296b073d0d2ff041c1582e7e9c9e82d6041d5f7,0x01811d3f843d83791e1c38ea0d3535dfec0c1aff,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,8005000000000000000000,MAGIC,MAGIC,18,315,215283,26000000000,153666,24931778,deprecated,104279,1632567540,
56,6040,13279880,1632371863,0x0d09c51d42d938eee4e47a4dd80aeabea76f7edb2097f1d44180b0b1bfef8258,112,0x5a86140c0b6faa2f89892581e2bf14ceb59d21bd49a6d1e10e23dc94c11a2313,0x01c44dcd1a4b10e391d3b076afdff4bccb3ec1f5,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,5036499999999999979854,MAGIC,MAGIC,18,166,180560,57465976403,121085,12043334,deprecated,118969,1632371863,
57,5293,13273434,1632284834,0x526fdd504e490b3d2a87d09809c00b83b15276ea90ece587c8b7f9ff648a2d11,33,0x7413f751211e34f374043758975597f26f99a27ba660f2b09ef8af73c83221af,0x01d2ea60e0e19fbee07ef88db15ea697aa8cc6b6,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,2237138439557577478673,MAGIC,MAGIC,18,158,187908,49771000863,145945,15096238,deprecated,125415,1632284834,
58,4643,13268092,1632213655,0x843cac0b4cfd5b10263f8316f4cc0849e47c45bc5c0a4b954563d34aebc2106e,108,0x04dbc54e53f43ea15a4f560f2a6d38f8d65dd79c14e1d69d66a3a71fc188b720,0x0259d65954dfbd0735e094c9cdacc256e5a29dd4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,4662664820819141649379,MAGIC,MAGIC,18,356,202317,46796294316,143800,23949952,deprecated,130757,1632213655,
59,1750,13227755,1631674670,0x38d992dfe9f1362d4af534105beb6df25386e156d6e3b04166699425f26d6b06,80,0x521ecb3c5a9240ac09a922c32b82fe9bb60101a279f91ce868acf0a13a684a4f,0x0259d65954dfbd0735e094c9cdacc256e5a29dd4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,5901066666666587428792,MAGIC,MAGIC,18,187,194467,51094497257,131790,17089516,deprecated,171094,1631674670,
60,3275,13253488,1632018492,0xa9c07b1590c7eb1949b10384d9064793c75e71ef39d575c09779555c4021ce48,101,0xed258953df26643090b005562d6b49dbf405eba9d6408273ce03df42c8aa5dc9,0x0259d65954dfbd0735e094c9cdacc256e5a29dd4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,18730322590574416101979,MAGIC,MAGIC,18,2,215341,46798845895,148914,293373,deprecated,145361,1632018492,
61,1465,13217384,1631536450,0xbcbb5dc1d103bab995e623c137ee2ec7216ec8ee62846b34b2d9e0e9626d7330,72,0xf4aac8e7ec58519a4c42f611010fb992240034b961d1daa75dcf3c1cc9e23850,0x0259d65954dfbd0735e094c9cdacc256e5a29dd4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,12829999999999743274350,MAGIC,MAGIC,18,145,215341,52571566805,148914,9911889,deprecated,181465,1631536450,
64,3679,13265236,1632175288,0x24aef16740648ab54a0d68f59fdc7ad21e6715c630cadf472fba131640ec4504,212,0x9ca28ff8915e5233e9a3c39928a3c91d50465efba5fc1ac7d59cf17299fc67bc,0x026000e54c00750689ff4d01f691cd2abe5ad387,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,2000000000000000000000,MAGIC,MAGIC,18,60,215211,63053800870,153606,3392541,deprecated,133613,1632175288,
63,4940,13269687,1632234412,0x85fc7df5717279ced826928b5cbbf58326d3e60367ce8ff8d6ac74e7444e19c2,224,0x962140a6a5259dc9df51ad65be6f9aef31abf712eb66fa536aa417aaee279b2f,0x026000e54c00750689ff4d01f691cd2abe5ad387,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,2701999999999999981192,MAGIC,MAGIC,18,76,180502,73228131436,121037,4394428,deprecated,129162,1632234412,
62,5436,13274414,1632298014,0xaa60c3ebe642c2c0a1b6a554606a2914e4facb935083f56f3d06383940556fdb,234,0xb9965b7154cf5265ea2d3e2bfbdedd2150a2ac0f73770892659a3b3cfd58dfb8,0x026000e54c00750689ff4d01f691cd2abe5ad387,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,2059333333333333325096,MAGIC,MAGIC,18,108,180502,66366810139,121037,8662596,deprecated,124435,1632298014,
65,5568,13275589,1632313935,0x55ada2d47d1f9db1021600420d9f4040db1ff75275eee53f5b0486c6c2c08a67,497,0x102629f073bb6e9a014970b1e3df7ff4fadbdc3af1bd94311d67657f4b0f7900,0x02f11fe7a88805f3afbe76f28d0ee7b090d4e99b,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,8275999999999999966299,MAGIC,MAGIC,18,229,187994,45546019676,150817,19873642,deprecated,123260,1632313935,
66,3608,13262732,1632142832,0xe79528917d31bdbce94d7c9de41a02cf11a5f22f76a6288d9d385849c9d940e4,465,0xfa27a65006e2c04376b1ba375993e85ee19819ce1094ff7e2c5ce302837b61d1,0x02f11fe7a88805f3afbe76f28d0ee7b090d4e99b,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,20510359999999996448658,MAGIC,MAGIC,18,394,215341,171801706350,148914,29599560,deprecated,136117,1632142832,
67,9785,13327545,1633011284,0xeeb4441235a3761b9a09f00b867c6ddde79a5d545635a66722f9a5c65daf056c,71,0xf76e1f15c49f789362ee711c26632efd2ad1695db868bed8a0c4964127189389,0x032f84aeff59ddebc55797f321624826d873bf65,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,8485333333333333299392,MAGIC,MAGIC,18,35,215326,72389295140,148902,3101451,deprecated,71304,1633011284,
68,7172,13294810,1632570832,0xc43d950a2ba47ac1076a8ee3c439c8d180ec1973750d363e4be696964e81b7d0,58,0xeb282092b2f9de31f775dc91f04867f01628793c50ffa46b5cdf250357f79aae,0x032f84aeff59ddebc55797f321624826d873bf65,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,7497666666666662837812,MAGIC,MAGIC,18,179,215341,27048804431,148914,13932295,deprecated,104039,1632570832,
69,8848,13314207,1632831558,0x9acad795aad3bff66fe8212803ebacca6474a0b644c54f24fc0a48e5a2aac75d,65,0x40a9eb5234a577453712961e62fc90b2ce009bb569d4c2eaf2dd15e30ed2dd7d,0x032f84aeff59ddebc55797f321624826d873bf65,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,3503866666666661075384,MAGIC,MAGIC,18,75,215298,58357492453,148878,4110878,deprecated,84642,1632831558,
70,5319,13273590,1632287002,0xb257c374e58e16bf18c2f960da238ce9c8e50762457d9f95a26f5fd9733e8d1f,35,0xde81774bf1d6b69c2ed291d737408adccc8255612c903b536dc172b6a9860628,0x032f84aeff59ddebc55797f321624826d873bf65,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1233999999999999990193,MAGIC,MAGIC,18,53,187951,52741402201,150781,5046745,deprecated,125259,1632287002,
71,7166,13294707,1632569481,0xd5823b23c459b6edeab02aece36b9f17be6695c726406d0845ff9b7d02f226fa,892,0xf417fa6bbf848565e0b1969e7af2ff4aa02829d8bb0c916f0192f2ac2da00718,0x036cfcc2195b6ef0e37c20b9aed1b2f9bdb8fc34,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,18751288579014855980240,MAGIC,MAGIC,18,169,180560,31881914755,121085,9175586,deprecated,104142,1632569481,
72,5166,13272226,1632268496,0xfae0aa4167e337e044c359e9ef8818c497da1509d9a3467fac6631fb991f063d,600,0x8feaa9221a2a7c4ee439c90dd1d4c220b0c81d844dd9f2b7c404e733d4812bfd,0x03948243ab118759fbf5e1d25fa11a98b75ddbcf,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,1036504999999995853980,MAGIC,MAGIC,18,43,215298,87907748854,148878,3538255,deprecated,126623,1632268496,
73,2472,13233075,1631745782,0x464eecd76a2ee0dbcc8d2f98aa926a0af59e098e20be1124de376684bd08b10a,287,0xeaa47e214dcc5e56e4090d83276ead2379a42d2d38f09cd745c9657fbef29106,0x03d0c10f8bdc400ffe6203e281650f1b4a9278e9,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,5570499999999999977718,MAGIC,MAGIC,18,274,180560,67999470783,121085,21884221,deprecated,165774,1631745782,
80,3366,13256149,1632054818,0x8facacd07295b0c941e46a4a31cc2508dd88fa89d74d02509359483dfbd504ad,147,0xf7c66accdb8b52a0e555e4f2c68a3423a0c82df1f01bd6b19bf267355557b269,0x040738ed4567efcdd853267bf84f91fc21af87d4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,5008995833333313740906,MAGIC,MAGIC,18,99,140432,56586544692,106874,9108255,deprecated,142700,1632054818,
81,5663,13276171,1632322106,0x371b0292da2f48b0d15360bd4dfcac6e4ad068b25884e3ba9a0c6096ba0d36c8,186,0x725731db2bb09334769b0be04c880bbd4692ac497a1846e4a4aad3787d8a74e1,0x040738ed4567efcdd853267bf84f91fc21af87d4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,17048841534611801451885,MAGIC,MAGIC,18,232,140446,68517404213,106886,23852168,deprecated,122678,1632322106,
79,6313,13282515,1632406948,0x615c435366d1e485d27b9fac5f9a8aff62dbebcd0c2655860abf98588798e188,211,0x99901b55b58ae6b668ba1eb9f1f680fbdb055d2cd6e5a63041e13d34d8c4616e,0x040738ed4567efcdd853267bf84f91fc21af87d4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,6266202723162068303886,MAGIC,MAGIC,18,393,188008,58641800342,150829,26342086,deprecated,116334,1632406948,
78,8696,13312918,1632813554,0x6afb61af3e4328448e489e0d388871ddc971134d48e89cc4f848b50d4cef6c45,249,0xe72c3b8c5c5384aab16988e1296f206c2471569d937a9dbc62c9522bf6f83dc8,0x040738ed4567efcdd853267bf84f91fc21af87d4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,32009999999999999871960,MAGIC,MAGIC,18,16,140446,71377554775,106886,1773395,deprecated,85931,1632813554,
76,5526,13275167,1632308211,0x5f36aee4bf765f6a966ff7c8d79827f8edd08a362eecc386caf9bcdec8227245,182,0xb025f41926967def6abd6736f4cbc01378fcf7e8164564f56c74f9e446d581d6,0x040738ed4567efcdd853267bf84f91fc21af87d4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,7383374305004650217527,MAGIC,MAGIC,18,162,175268,38621223978,150793,9017865,deprecated,123682,1632308211,
75,3455,13258598,1632086387,0x9dc3ab4d5b20a9ff06e0fd996c0a7a55b6e3bc124904ea06c85bb66ec3181cc1,160,0xa7b9e5cd3465956f6b56883587b92377105bba8c7f42d7e693f2c576aea3e6dd,0x040738ed4567efcdd853267bf84f91fc21af87d4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,2734499999999999985805,MAGIC,MAGIC,18,129,187951,57017988274,150781,16617806,deprecated,140251,1632086387,
74,4403,13267542,1632206574,0x5be228614a2fbbc10eecb4a8e2bd52a1211cdea339324608550beee3f1c72c53,176,0xaf8eaa94fc93c1d7c87690f8d53eec4140855c1e2084e9aaa7f47b82878064b0,0x040738ed4567efcdd853267bf84f91fc21af87d4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,4427978395673495743433,MAGIC,MAGIC,18,195,167134,46956865423,133705,15274390,deprecated,131307,1632206574,
77,4291,13267358,1632204026,0xa96df6b0645b05065e797e27dc62044024151984b3b58c080227f338e90e349f,173,0x8bd118ccf9579b36733c4d0a79f0f2f7c8f956574aa97321be31ebc23acc7628,0x040738ed4567efcdd853267bf84f91fc21af87d4,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,10145133333333321910207,MAGIC,MAGIC,18,129,140446,43162184469,106886,11017913,deprecated,131491,1632204026,
90,7496,13302186,1632670171,0x189e67bee1be47721bbff19b5b950fdc9ac7dbea37f791c0fbc6a3cee79ebe86,1169,0x7ad31b5ad2c2214369a18582c2ff46de8afeb98ccc8b0648dac40e13a2fc9163,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,5633499999999999977466,MAGIC,MAGIC,18,249,210402,59575743435,162490,16937852,deprecated,96663,1632670171,
91,8327,13308694,1632757696,0x49121f0714a3f9d9a373c95d0b87910340c7177b0e27b08e0eed97c08e9edf8e,1180,0x2448339f6f0267fb84a46f7ab6ac93d2a37592081d6351ec07ec07ecdc1f72ca,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,5408333333333333311700,MAGIC,MAGIC,18,73,210402,87338201601,162490,5274756,deprecated,90155,1632757696,
89,3785,13266432,1632191469,0xd6a16f7148ba3e49fe70da98f6c386d6cf000148e047ad0d5266bd60568c2dbc,1114,0xd769856d01faa496778ed75c785e191c2ae023e6537ae90d4dc817bb3dcc0c3b,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,11692666666666666619896,MAGIC,MAGIC,18,428,210416,81902876918,162502,21054815,deprecated,132417,1632191469,
87,9410,13322108,1632937839,0xe094ab650d162b37f170d23f0ff22a58fc06d8342a6108d43213d3589e8b9586,1189,0xde6c3acedae2e3246d8a5404a2ad439d2246faf36df8148cf2392927db1abdc8,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,6082499999999999975670,MAGIC,MAGIC,18,186,284043,84878150737,210708,16297207,deprecated,76741,1632937839,
88,6438,13284185,1632429754,0x073a9cdc776cef720a50e3f6d894685a1220d613a81dc9fa167432c1de8fb298,1151,0x662f6c1c13aa2bd6bf48fa0738853a6b8c4e89a50d2961d0e51ecbfdf1c7e652,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,4719999999999999981120,MAGIC,MAGIC,18,183,180531,58968601390,121061,16910069,deprecated,114664,1632429754,
85,9941,13330771,1633055422,0x30948cacd59b96ccb851189ae0327c4b68b3a31301c566baaccc6eb10a21a6ec,1192,0xdb802547ece50abfcb328919ee7084faae022b8da96e245b70f5ea8fb5b29929,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,6968333333333333305460,MAGIC,MAGIC,18,109,210402,102922231824,162490,14740811,deprecated,68078,1633055422,
84,8877,13314583,1632836739,0x2be65e975df70e3e4bd930a7d938df45ec55284efe759641178aec86f6d4e2ba,1184,0x314b7c051f28a6abbb21d3f3e5526138fc2525adfb2217c7bea3cdc720d06cc1,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,4910833333333333313690,MAGIC,MAGIC,18,111,210416,66032327504,162502,10538167,deprecated,84266,1632836739,
83,7219,13295431,1632579207,0x7a290d1bf5ff6f907b76301442539196504a39539e5801a0cb18619dc53dd6c4,1159,0x9b7f8c179e541d099f996e73f03a36fa40d0b7a07995498985471ede2f98562d,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,9368166666666666629194,MAGIC,MAGIC,18,125,168061,52684976970,121085,9826041,deprecated,103418,1632579207,
82,5221,13273013,1632279513,0xd8addb80b5bf6c8776c9c0ad850d2acc2a5f93a3497541130e7e88a21347d4d3,1129,0xb40747e6644ca637a1b2e7bac61f30a362a9f3bfa9cb5fbbc1e95be98cd3b77c,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,3950333333333333317532,MAGIC,MAGIC,18,103,284029,71212272380,221112,7388887,deprecated,125836,1632279513,
86,5920,13278524,1632352834,0xbc5e985cdcad27e897197f84feec2ab253c6dc267db5dadc668fd9ef30be9bed,1142,0x91afac8a2fae70ac04b4e1b75b027055af8494c4dd9028b6110ea716fe43f424,0x047f606fd5b2baa5f5c6c4ab8958e45cb6b054b7,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,6116666666666666642200,MAGIC,MAGIC,18,50,197719,64667880724,162502,5711302,deprecated,120325,1632352834,
92,4799,13268696,1632221455,0x237037dc12ee0e616661e9d4e7df5ab7b8e67b2928a4b7eba35b433ee0b3cf46,994,0x3e15f54318050136443bb202c797447cc86c3399322f0ad18ade560914d0e9e0,0x059fe4871f4f4fd2bc929d2c4a1e3530c345b47f,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,9593499999999999961626,MAGIC,MAGIC,18,41,180560,47795385464,121085,3884024,deprecated,130153,1632221455,
93,4156,13267148,1632201416,0xbfc78c426416489a489121104f060f1b58aace6417aebbe562f682fdb32157f3,985,0xd1b4efc65ba6f6140add9badbdf4320cab54b38993bf377662f0f4975369e7ff,0x059fe4871f4f4fd2bc929d2c4a1e3530c345b47f,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,3027999999999999987888,MAGIC,MAGIC,18,302,180531,51482089371,110645,28598017,deprecated,131701,1632201416,
94,6591,13286134,1632454608,0x39add3d2444af475f8cd0792b5d73ab9baa02d46b3e8d9fd390048bb519d67c2,1014,0x62d4f50fccbe6af70daae8c0d74f73cc028c668903c46d6cc41f02b12b93f518,0x059fe4871f4f4fd2bc929d2c4a1e3530c345b47f,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,5014833333333333313274,MAGIC,MAGIC,18,399,180546,56694826872,121073,23801076,deprecated,112715,1632454608,
95,2567,13233869,1631757050,0x5ff5dac8f616a0fe472ec4d127a77df7f43138e305b9e0da17418949066d24f7,929,0x3f63d386d8f9c3be7b2acb193647f3de20a145fd0e6c29ca7f014683a36c6c6c,0x059fe4871f4f4fd2bc929d2c4a1e3530c345b47f,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,17011999999999999931952,MAGIC,MAGIC,18,181,180560,87269162953,121085,17764144,deprecated,164980,1631757050,
96,7613,13304587,1632701554,0xb32f5f03d86a103dc7c33318802d3b071c488454cce41f482c1db59b68fda1b2,1037,0x1e0645eef9c639702c33da226b6afb6879c94a185cba7541d2f0f020c1681d79,0x059fe4871f4f4fd2bc929d2c4a1e3530c345b47f,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,6958499999999999972166,MAGIC,MAGIC,18,162,225639,81823570054,174988,12588890,deprecated,94262,1632701554,
97,8293,13308315,1632752955,0x82aa85c330cdd935658de22234de1e776fd1557a02840204db7cef7a248d2fe5,1798,0x0b6cffe830d85ef8a2d55b602dd5dfb7f9dacbee301b06da1544cf7a7d77ab9f,0x05b5952da949f25368a5473d3d59b5ac73fad486,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,81726613509087166774373,MAGIC,MAGIC,18,18,350000,86151458089,106886,2484326,deprecated,90534,1632752955,
101,6189,13281088,1632387878,0x5c6ee100b035a333d38283880ee1c0edf5ce8424bd2a961a5ad1fef2b701d478,847,0x749728e17f9462cc0d68fde87cf7336308ba5f82c1e00f490bf2faf42988813e,0x05c3bf7df54dd257c1477a08dc6a348147e4a261,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,6175574158423163397463,MAGIC,MAGIC,18,319,187951,46297948360,145981,24432897,deprecated,117761,1632387878,
100,2796,13236480,1631791645,0x6112f7bfaffc2662d44b4fe76b2433fb41d5b8891e492b6b883b16d152f1a0ba,797,0xd579953cf950f6f1dc833c41729c22e77f87387f66e7abae7cd129d5b78101ea,0x05c3bf7df54dd257c1477a08dc6a348147e4a261,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,10579142499999845683430,MAGIC,MAGIC,18,189,180560,50539492703,121085,13880542,deprecated,162369,1631791645,
102,2639,13235137,1631773689,0xbe671a5618f3ff8c791033c0948ff464586a2589638340f72ce1a941b87671ae,796,0xa953c671b46f1cdf1226b0d4f2ad20ea0233f86cf98ed5c5f7b27bdd31a1221c,0x05c3bf7df54dd257c1477a08dc6a348147e4a261,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,18000000000000000000000,MAGIC,MAGIC,18,146,180531,63188638719,125861,11133883,deprecated,163712,1631773689,
98,2638,13235134,1631773645,0xeebf1156d6be936f8cdda56a8197e79195203b6386f3f3003fc07041a1d5fa8d,795,0x59affc49ca30694cf8feb6a05774d9df82be37aef53c720df1759c6b8d1da00c,0x05c3bf7df54dd257c1477a08dc6a348147e4a261,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,10000000000000000000000,MAGIC,MAGIC,18,268,180531,50304705820,125861,25662332,deprecated,163715,1631773645,
99,3605,13262461,1632139022,0xa26d5b3998167947b9656c019c91d1411b4252be0bfe850ecc396a0219717d0d,823,0x6132cbe121622cbe9f3dc1a4eea265bf13dbac6298b5240ab1005062d2a28cc1,0x05c3bf7df54dd257c1477a08dc6a348147e4a261,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,11497276666666620677560,MAGIC,MAGIC,18,303,215341,157752666783,148914,25750968,deprecated,136388,1632139022,
110,1705,13227321,1631668593,0xd16b820a2b10e476782769d07f6fa9041cacbe64d6a2b89cfac22c72efcbaca6,494,0xfe0a82be63a10a7caf7cba35214521853e29292d0afda89830d129395de3b5c3,0x064251b330ea5615e4a638131409a6aba1d7e621,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,41300000000000000000000,MAGIC,MAGIC,18,92,180531,48856041238,125861,9853974,deprecated,171528,1631668593,
109,1827,13227936,1631677214,0x1974769aa0e956e5f22d157a9db060369d33ccb2c970262f9b5601e87b1061e4,498,0xbef049ae3bd3a00f515b069bafb1d59c34744bf6a0a9f096c18456fa8480a970,0x064251b330ea5615e4a638131409a6aba1d7e621,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,57400000000000000000000,MAGIC,MAGIC,18,20,168032,40818701287,121061,2010976,deprecated,170913,1631677214,
112,1554,13221614,1631592961,0x7d6526c54bf71a9cebddfe15d7eae44fbfaf7c94012e740045dc24ee50010110,489,0xd93f018a407ddb1d3a94863809f6e0744cf957f6099f7a82c48b34333d4284ff,0x064251b330ea5615e4a638131409a6aba1d7e621,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,18697425833332676943630,MAGIC,MAGIC,18,339,180560,47036483029,125885,22975250,deprecated,177235,1631592961,
111,1555,13221651,1631593484,0x24e58770f586a104cd88923f65d08ae1137f9e16742de1ea4cee522b4f9f0470,490,0x00d57e3b307600307f1d187a0e0947a728999f779c79f8bb201f49d5e73fc435,0x064251b330ea5615e4a638131409a6aba1d7e621,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,19600000000000000000000,MAGIC,MAGIC,18,167,180531,46120703415,125861,16531298,deprecated,177198,1631593484,
